caracteres, tempo (ms), tamanho (kb)
7086, 139,57
7087, 138,57
7088, 135,57
7089, 140,57
7090, 138,57
7091, 141,57
7092, 136,57
7093, 138,57
7094, 137,57
7095, 138,57
7096, 142,58
7097, 135,58
7098, 137,57
7099, 136,58
7100, 140,58
7101, 129,58
7102, 137,57
7103, 140,57
7104, 134,58
7105, 133,58
7106, 141,58
7107, 140,58
7108, 132,57
7109, 132,57
7110, 133,57
7111, 133,57
7112, 136,57
7113, 131,57
7114, 134,57
7115, 134,58
7116, 130,57
7117, 135,57
7118, 133,57
7119, 135,57
7120, 135,57
7121, 135,57
7122, 136,57
7123, 141,57
7124, 135,57
7125, 133,57
7126, 136,57
7127, 132,57
7128, 132,57
7129, 140,58
7130, 138,57
7131, 134,57
7132, 137,57
7133, 138,57
7134, 135,57
7135, 134,58
7136, 135,58
7137, 137,58
7138, 134,58
7139, 137,57
7140, 139,57
7141, 135,58
7142, 140,58
7143, 137,57
7144, 142,58
7145, 136,58
7146, 140,58
7147, 139,57
7148, 137,57
7149, 135,57
7150, 135,57
7151, 142,57
7152, 138,57
7153, 142,57
7154, 136,57
7155, 144,57
7156, 135,57
7157, 139,57
7158, 138,57
7159, 138,57
7160, 137,57
7161, 132,57
7162, 134,57
7163, 131,57
7164, 131,57
7165, 130,57
7166, 134,57
7167, 134,57
7168, 134,57
7169, 132,58
7170, 163,58
7171, 143,57
7172, 132,58
7173, 139,58
7174, 131,57
7175, 133,57
7176, 134,57
7177, 137,57
7178, 136,57
7179, 136,57
7180, 134,57
7181, 137,57
7182, 135,57
7183, 138,57
7184, 139,57
7185, 139,57
7186, 132,57
7187, 136,57
7188, 136,57
7189, 136,57
7190, 135,57
7191, 140,57
7192, 137,57
7193, 136,57
7194, 135,57
7195, 138,57
7196, 134,57
7197, 135,57
7198, 137,57
7199, 145,57
7200, 138,57
7201, 135,57
7202, 136,58
7203, 139,58
7204, 137,58
7205, 136,57
7206, 140,58
7207, 139,57
7208, 136,58
7209, 134,57
7210, 140,58
7211, 140,57
7212, 135,57
7213, 137,58
7214, 141,58
7215, 156,57
7216, 151,57
7217, 138,57
7218, 141,57
7219, 137,57
7220, 139,57
7221, 146,57
7222, 133,57
7223, 132,57
7224, 133,57
7225, 137,57
7226, 132,57
7227, 130,57
7228, 134,57
7229, 131,57
7230, 135,57
7231, 138,57
7232, 135,57
7233, 134,57
7234, 132,57
7235, 138,57
7236, 134,57
7237, 132,57
7238, 134,57
7239, 138,57
7240, 137,57
7241, 134,57
7242, 136,57
7243, 139,57
7244, 134,57
7245, 134,57
7246, 136,57
7247, 137,57
7248, 135,57
7249, 134,58
7250, 135,57
7251, 138,57
7252, 135,57
7253, 134,57
7254, 137,57
7255, 136,57
7256, 136,57
7257, 136,57
7258, 136,57
7259, 141,57
7260, 140,57
7261, 147,57
7262, 140,57
7263, 139,57
7264, 140,57
7265, 142,57
7266, 138,57
7267, 140,57
7268, 142,57
7269, 140,57
7270, 140,57
7271, 139,57
7272, 140,57
7273, 137,57
7274, 139,57
7275, 137,57
7276, 139,58
7277, 140,58
7278, 140,57
7279, 141,57
7280, 143,57
7281, 141,57
7282, 143,57
7283, 139,57
7284, 148,57
7285, 138,57
7286, 138,57
7287, 132,57
7288, 154,57
7289, 178,57
7290, 156,57
7291, 157,57
7292, 160,57
7293, 155,57
7294, 144,57
7295, 151,57
7296, 141,57
7297, 135,57
7298, 135,57
7299, 135,57
7300, 150,57
7301, 151,57
7302, 144,57
7303, 143,57
7304, 141,57
7305, 161,57
7306, 165,57
7307, 148,57
7308, 148,57
7309, 157,57
7310, 147,57
7311, 142,57
7312, 140,57
7313, 142,57
7314, 136,57
7315, 149,57
7316, 143,57
7317, 136,57
7318, 136,57
7319, 134,57
7320, 200,57
7321, 137,57
7322, 136,57
7323, 144,57
7324, 139,57
7325, 140,57
7326, 140,57
7327, 145,57
7328, 136,57
7329, 144,57
7330, 145,57
7331, 141,57
7332, 139,57
7333, 140,57
7334, 142,57
7335, 141,57
7336, 143,57
7337, 146,57
7338, 140,57
7339, 141,57
7340, 145,57
7341, 143,57
7342, 143,57
7343, 143,57
7344, 145,57
7345, 141,57
7346, 140,57
7347, 144,57
7348, 132,57
7349, 131,57
7350, 133,57
7351, 140,57
7352, 137,57
7353, 137,57
7354, 174,57
7355, 139,57
7356, 136,57
7357, 137,57
7358, 136,57
7359, 134,57
7360, 136,57
7361, 137,57
7362, 136,57
7363, 142,57
7364, 137,57
7365, 141,57
7366, 138,57
7367, 136,57
7368, 139,57
7369, 137,57
7370, 133,57
7371, 136,57
7372, 141,57
7373, 137,57
7374, 136,57
7375, 135,57
7376, 141,57
7377, 141,57
7378, 140,57
7379, 137,57
7380, 139,57
7381, 137,57
7382, 137,57
7383, 141,57
7384, 142,57
7385, 137,57
7386, 140,57
7387, 142,57
7388, 140,57
7389, 144,57
7390, 149,57
7391, 143,57
7392, 143,57
7393, 141,57
7394, 146,57
7395, 142,57
7396, 140,57
7397, 142,57
7398, 141,57
7399, 144,57
7400, 144,57
7401, 148,57
7402, 141,57
7403, 142,57
7404, 147,57
7405, 142,57
7406, 146,57
7407, 146,57
7408, 144,57
7409, 144,57
7410, 147,58
7411, 146,57
7412, 143,57
7413, 134,57
7414, 138,57
7415, 139,57
7416, 135,57
7417, 138,57
7418, 141,57
7419, 138,57
7420, 137,57
7421, 136,57
7422, 140,57
7423, 142,57
7424, 139,57
7425, 138,57
7426, 143,57
7427, 139,58
7428, 140,57
7429, 139,58
7430, 141,57
7431, 139,57
7432, 137,57
7433, 143,57
7434, 137,57
7435, 141,57
7436, 142,57
7437, 137,57
7438, 137,57
7439, 138,57
7440, 141,57
7441, 136,57
7442, 135,57
7443, 135,57
7444, 141,57
7445, 136,57
7446, 142,57
7447, 146,57
7448, 140,57
7449, 141,57
7450, 141,57
7451, 143,57
7452, 140,57
7453, 139,57
7454, 144,57
7455, 144,57
7456, 141,57
7457, 139,57
7458, 142,57
7459, 141,57
7460, 140,57
7461, 144,57
7462, 140,57
7463, 145,57
7464, 139,57
7465, 144,57
7466, 139,57
7467, 139,57
7468, 145,57
7469, 143,57
7470, 138,57
7471, 139,57
7472, 149,57
7473, 140,57
7474, 165,57
7475, 151,57
7476, 142,57
7477, 144,57
7478, 136,57
7479, 138,57
7480, 136,57
7481, 144,57
7482, 135,57
7483, 137,57
7484, 136,57
7485, 139,57
7486, 140,57
7487, 135,57
7488, 137,57
7489, 135,57
7490, 138,57
7491, 139,57
7492, 136,57
7493, 134,57
7494, 138,57
7495, 142,57
7496, 144,57
7497, 137,57
7498, 137,57
7499, 144,57
7500, 142,57
7501, 138,57
7502, 137,57
7503, 136,57
7504, 141,57
7505, 136,57
7506, 137,57
7507, 137,57
7508, 142,57
7509, 137,57
7510, 137,57
7511, 143,57
7512, 141,57
7513, 144,57
7514, 142,57
7515, 144,57
7516, 139,57
7517, 139,57
7518, 143,57
7519, 143,57
7520, 145,57
7521, 140,57
7522, 144,57
7523, 141,57
7524, 140,57
7525, 146,57
7526, 145,57
7527, 142,57
7528, 141,57
7529, 145,57
7530, 140,57
7531, 142,57
7532, 144,57
7533, 151,57
7534, 141,57
7535, 154,57
7536, 146,57
7537, 143,57
7538, 154,57
7539, 148,57
7540, 146,57
7541, 144,57
7542, 153,57
7543, 147,57
7544, 147,57
7545, 135,57
7546, 142,57
7547, 142,57
7548, 141,57
7549, 135,57
7550, 142,57
7551, 135,57
7552, 145,57
7553, 144,57
7554, 142,57
7555, 137,57
7556, 137,57
7557, 141,57
7558, 141,57
7559, 140,57
7560, 138,57
7561, 142,57
7562, 137,57
7563, 139,57
7564, 139,57
7565, 138,57
7566, 148,57
7567, 148,57
7568, 141,57
7569, 138,57
7570, 144,57
7571, 145,57
7572, 141,57
7573, 143,57
7574, 149,57
7575, 145,57
7576, 140,57
7577, 140,57
7578, 143,57
7579, 138,57
7580, 148,57
7581, 141,57
7582, 143,57
7583, 140,57
7584, 142,57
7585, 147,57
7586, 142,57
7587, 141,57
7588, 146,57
7589, 143,57
7590, 149,57
7591, 139,57
7592, 147,57
7593, 141,57
7594, 140,57
7595, 145,57
7596, 147,57
7597, 149,57
7598, 142,57
7599, 146,57
7600, 143,57
7601, 143,57
7602, 142,57
7603, 147,57
7604, 151,57
7605, 146,57
7606, 144,57
7607, 143,57
7608, 145,57
7609, 153,57
7610, 145,57
7611, 148,57
7612, 148,57
7613, 144,57
7614, 140,57
7615, 138,57
7616, 148,57
7617, 138,57
7618, 140,57
7619, 136,57
7620, 142,57
7621, 140,57
7622, 137,57
7623, 141,57
7624, 141,57
7625, 146,57
7626, 140,57
7627, 145,57
7628, 147,57
7629, 141,57
7630, 140,57
7631, 143,57
7632, 138,57
7633, 149,57
7634, 141,57
7635, 140,57
7636, 140,57
7637, 139,57
7638, 143,57
7639, 140,57
7640, 140,57
7641, 144,57
7642, 142,57
7643, 138,57
7644, 141,57
7645, 146,57
7646, 141,57
7647, 142,57
7648, 149,57
7649, 141,57
7650, 140,57
7651, 140,57
7652, 150,57
7653, 144,57
7654, 142,57
7655, 145,57
7656, 145,57
7657, 144,57
7658, 142,57
7659, 172,57
7660, 150,57
7661, 154,57
7662, 150,57
7663, 141,57
7664, 148,57
7665, 147,57
7666, 143,57
7667, 146,57
7668, 142,57
7669, 145,57
7670, 142,57
7671, 145,57
7672, 147,57
7673, 145,57
7674, 147,57
7675, 146,57
7676, 148,57
7677, 146,57
7678, 143,57
7679, 149,57
7680, 150,57
7681, 151,57
7682, 141,57
7683, 142,57
7684, 147,57
7685, 140,57
7686, 142,57
7687, 141,57
7688, 141,57
7689, 143,57
7690, 146,57
7691, 141,57
7692, 140,57
7693, 143,57
7694, 142,57
7695, 144,57
7696, 144,57
7697, 147,57
7698, 146,57
7699, 143,57
7700, 144,57
7701, 142,57
7702, 137,57
7703, 149,57
7704, 141,57
7705, 140,57
7706, 143,57
7707, 150,57
7708, 142,57
7709, 138,57
7710, 146,57
7711, 143,57
7712, 143,57
7713, 148,57
7714, 148,57
7715, 142,57
7716, 143,57
7717, 143,57
7718, 144,57
7719, 145,57
7720, 140,57
7721, 147,57
7722, 142,57
7723, 140,57
7724, 144,57
7725, 144,57
7726, 145,57
7727, 142,57
7728, 146,57
7729, 142,57
7730, 141,57
7731, 142,57
7732, 144,57
7733, 143,57
7734, 147,57
7735, 150,57
7736, 144,57
7737, 146,57
7738, 147,57
7739, 148,57
7740, 148,57
7741, 150,57
7742, 148,57
7743, 145,57
7744, 148,57
7745, 155,57
7746, 148,57
7747, 151,57
7748, 147,57
7749, 147,57
7750, 145,57
7751, 150,57
7752, 151,57
7753, 141,57
7754, 136,57
7755, 139,57
7756, 142,57
7757, 139,57
7758, 141,57
7759, 160,57
7760, 147,57
7761, 142,57
7762, 144,57
7763, 146,57
7764, 144,57
7765, 141,57
7766, 143,57
7767, 142,57
7768, 139,57
7769, 175,57
7770, 140,57
7771, 140,57
7772, 146,57
7773, 144,57
7774, 141,57
7775, 141,57
7776, 144,57
7777, 142,57
7778, 144,57
7779, 145,57
7780, 146,57
7781, 143,57
7782, 143,57
7783, 146,57
7784, 147,57
7785, 143,57
7786, 149,57
7787, 150,57
7788, 147,57
7789, 141,57
7790, 145,57
7791, 148,57
7792, 148,57
7793, 145,57
7794, 146,57
7795, 143,57
7796, 151,57
7797, 147,57
7798, 146,57
7799, 147,57
7800, 148,57
7801, 145,57
7802, 145,57
7803, 147,57
7804, 152,57
7805, 149,57
7806, 147,57
7807, 151,57
7808, 146,57
7809, 146,57
7810, 149,57
7811, 148,57
7812, 145,57
7813, 151,57
7814, 162,57
7815, 148,57
7816, 145,57
7817, 149,57
7818, 149,57
7819, 150,57
7820, 150,57
7821, 149,57
7822, 148,57
7823, 149,57
7824, 148,57
7825, 142,57
7826, 148,57
7827, 141,57
7828, 144,57
7829, 142,57
7830, 142,57
7831, 142,57
7832, 139,57
7833, 146,57
7834, 143,57
7835, 138,57
7836, 140,57
7837, 142,57
7838, 149,57
7839, 143,57
7840, 141,57
7841, 145,57
7842, 144,57
7843, 143,57
7844, 143,57
7845, 145,57
7846, 141,57
7847, 145,57
7848, 144,57
7849, 143,57
7850, 145,57
7851, 144,57
7852, 145,57
7853, 141,57
7854, 148,57
7855, 146,57
7856, 145,57
7857, 149,57
7858, 147,57
7859, 149,57
7860, 145,57
7861, 151,57
7862, 151,57
7863, 143,57
7864, 151,57
7865, 150,57
7866, 146,57
7867, 143,57
7868, 144,57
7869, 152,57
7870, 147,57
7871, 144,57
7872, 148,57
7873, 145,57
7874, 146,57
7875, 145,57
7876, 146,57
7877, 148,57
7878, 142,57
7879, 155,57
7880, 146,57
7881, 147,57
7882, 147,57
7883, 154,57
7884, 170,57
7885, 157,57
7886, 154,57
7887, 151,57
7888, 152,57
7889, 152,57
7890, 147,57
7891, 149,57
7892, 150,57
7893, 152,57
7894, 145,57
7895, 164,57
7896, 148,57
7897, 153,57
7898, 139,57
7899, 145,57
7900, 154,57
7901, 147,57
7902, 148,57
7903, 142,57
7904, 146,57
7905, 145,57
7906, 143,57
7907, 144,57
7908, 142,57
7909, 150,57
7910, 146,57
7911, 141,57
7912, 145,57
7913, 148,57
7914, 147,57
7915, 140,57
7916, 145,57
7917, 143,57
7918, 152,57
7919, 143,57
7920, 144,57
7921, 144,57
7922, 143,57
7923, 147,57
7924, 145,57
7925, 145,57
7926, 146,57
7927, 142,57
7928, 150,57
7929, 145,57
7930, 149,57
7931, 143,57
7932, 142,57
7933, 146,57
7934, 145,57
7935, 154,57
7936, 160,57
7937, 155,57
7938, 143,57
7939, 152,57
7940, 151,57
7941, 145,57
7942, 151,57
7943, 149,57
7944, 151,57
7945, 148,57
7946, 145,57
7947, 149,57
7948, 149,57
7949, 149,57
7950, 150,57
7951, 148,57
7952, 148,57
7953, 147,57
7954, 148,57
7955, 154,57
7956, 149,57
7957, 156,57
7958, 145,57
7959, 154,57
7960, 165,57
7961, 148,57
7962, 147,57
7963, 151,57
7964, 158,57
7965, 153,57
7966, 151,57
7967, 152,57
7968, 147,57
7969, 148,57
7970, 151,57
7971, 154,57
7972, 189,57
7973, 161,57
7974, 153,57
7975, 148,57
7976, 144,57
7977, 144,57
7978, 141,57
7979, 143,57
7980, 145,57
7981, 151,57
7982, 142,57
7983, 146,57
7984, 147,57
7985, 148,57
7986, 158,57
7987, 148,57
7988, 143,57
7989, 149,57
7990, 162,57
7991, 150,57
7992, 151,57
7993, 157,57
7994, 147,57
7995, 151,57
7996, 147,57
7997, 150,57
7998, 144,57
7999, 149,57
8000, 144,57
8001, 144,57
8002, 149,57
8003, 148,57
8004, 158,57
8005, 163,57
8006, 163,57
8007, 145,57
8008, 145,57
8009, 152,57
8010, 158,57
8011, 147,57
8012, 145,57
8013, 160,57
8014, 148,57
8015, 149,57
8016, 154,57
8017, 149,57
8018, 146,57
8019, 151,57
8020, 171,57
8021, 166,57
8022, 161,57
8023, 160,57
8024, 155,57
8025, 154,57
8026, 148,57
8027, 147,57
8028, 146,57
8029, 150,57
8030, 156,57
8031, 170,57
8032, 177,57
8033, 162,57
8034, 156,57
8035, 149,57
8036, 168,57
8037, 153,57
8038, 150,57
8039, 153,57
8040, 148,57
8041, 153,57
8042, 151,57
8043, 151,57
8044, 148,57
8045, 151,57
8046, 154,57
8047, 151,57
8048, 143,57
8049, 151,57
8050, 150,57
8051, 144,57
8052, 145,57
8053, 149,57
8054, 150,57
8055, 166,57
8056, 166,57
8057, 148,57
8058, 150,57
8059, 147,57
8060, 145,57
8061, 147,57
8062, 149,57
8063, 143,57
8064, 143,57
8065, 150,57
8066, 145,57
8067, 150,57
8068, 144,57
8069, 146,57
8070, 144,57
8071, 145,57
8072, 146,57
8073, 145,57
8074, 149,57
8075, 154,57
8076, 150,57
8077, 147,57
8078, 151,57
8079, 158,57
8080, 149,57
8081, 146,57
8082, 148,57
8083, 153,57
8084, 147,57
8085, 148,57
8086, 149,57
8087, 150,57
8088, 149,57
8089, 150,57
8090, 148,57
8091, 148,57
8092, 151,57
8093, 153,57
8094, 152,57
8095, 156,57
8096, 154,57
8097, 151,57
8098, 147,57
8099, 151,57
8100, 173,57
8101, 157,57
8102, 150,57
8103, 151,57
8104, 152,57
8105, 149,57
8106, 152,57
8107, 156,57
8108, 149,57
8109, 155,57
8110, 150,57
8111, 151,57
8112, 150,57
8113, 150,57
8114, 152,57
8115, 151,57
8116, 156,57
8117, 151,57
8118, 151,57
8119, 152,57
8120, 151,57
8121, 148,57
8122, 150,57
8123, 157,57
8124, 153,57
8125, 152,57
8126, 145,57
8127, 144,57
8128, 145,57
8129, 146,57
8130, 147,57
8131, 151,57
8132, 158,57
8133, 156,57
8134, 153,57
8135, 156,57
8136, 197,57
8137, 152,57
8138, 156,57
8139, 149,57
8140, 150,57
8141, 146,57
8142, 151,57
8143, 144,57
8144, 149,57
8145, 146,57
8146, 154,57
8147, 163,57
8148, 157,57
8149, 150,57
8150, 144,57
8151, 149,57
8152, 149,57
8153, 155,57
8154, 146,57
8155, 148,57
8156, 147,57
8157, 148,57
8158, 146,57
8159, 157,57
8160, 152,57
8161, 144,57
8162, 181,57
8163, 151,57
8164, 148,57
8165, 151,57
8166, 160,57
8167, 161,57
8168, 161,57
8169, 146,57
8170, 147,57
8171, 147,57
8172, 159,57
8173, 146,57
8174, 148,57
8175, 164,57
8176, 152,57
8177, 151,57
8178, 151,57
8179, 148,57
8180, 150,57
8181, 150,57
8182, 153,57
8183, 148,57
8184, 148,57
8185, 152,57
8186, 147,57
8187, 155,57
8188, 155,57
8189, 148,57
8190, 150,57
8191, 149,57
8192, 152,57
8193, 151,57
8194, 149,57
8195, 153,57
8196, 149,57
8197, 152,57
8198, 157,57
8199, 154,57
8200, 153,57
8201, 155,57
8202, 153,57
8203, 150,57
8204, 159,57
8205, 149,57
8206, 143,57
8207, 144,57
8208, 151,57
8209, 146,57
8210, 145,57
8211, 146,57
8212, 146,57
8213, 145,57
8214, 144,57
8215, 155,57
8216, 146,57
8217, 146,57
8218, 147,57
8219, 152,57
8220, 144,57
8221, 145,57
8222, 149,57
8223, 146,57
8224, 145,57
8225, 146,57
8226, 152,57
8227, 149,57
8228, 148,57
8229, 149,57
8230, 144,57
8231, 146,57
8232, 149,57
8233, 148,57
8234, 146,57
8235, 146,57
8236, 149,57
8237, 147,57
8238, 146,57
8239, 155,57
8240, 149,57
8241, 146,57
8242, 158,57
8243, 152,57
8244, 148,57
8245, 149,57
8246, 153,57
8247, 148,57
8248, 149,57
8249, 151,57
8250, 148,57
8251, 148,57
8252, 156,57
8253, 156,57
8254, 157,57
8255, 152,57
8256, 152,57
8257, 149,57
8258, 150,57
8259, 151,57
8260, 149,57
8261, 150,57
8262, 152,57
8263, 151,57
8264, 149,57
8265, 150,57
8266, 152,57
8267, 149,57
8268, 149,57
8269, 154,57
8270, 149,57
8271, 150,57
8272, 157,57
8273, 160,57
8274, 152,57
8275, 152,57
8276, 156,57
8277, 153,57
8278, 152,57
8279, 158,57
8280, 153,57
8281, 156,57
8282, 168,57
8283, 160,57
8284, 152,57
8285, 151,57
8286, 148,57
8287, 145,57
8288, 146,57
8289, 147,57
8290, 148,57
8291, 149,57
8292, 147,57
8293, 144,57
8294, 146,57
8295, 146,57
8296, 148,57
8297, 148,57
8298, 145,57
8299, 148,57
8300, 147,57
8301, 152,57
8302, 149,57
8303, 148,57
8304, 146,57
8305, 151,57
8306, 199,57
8307, 160,57
8308, 150,57
8309, 161,57
8310, 166,57
8311, 158,57
8312, 150,57
8313, 148,57
8314, 148,57
8315, 152,57
8316, 149,57
8317, 151,57
8318, 155,57
8319, 149,57
8320, 154,57
8321, 150,57
8322, 149,57
8323, 150,57
8324, 149,57
8325, 152,57
8326, 150,57
8327, 149,57
8328, 151,57
8329, 149,57
8330, 154,57
8331, 158,57
8332, 171,57
8333, 167,57
8334, 154,57
8335, 152,57
8336, 154,57
8337, 151,57
8338, 155,57
8339, 151,57
8340, 160,57
8341, 156,57
8342, 153,57
8343, 156,57
8344, 159,57
8345, 154,57
8346, 151,57
8347, 151,57
8348, 154,57
8349, 153,57
8350, 151,57
8351, 157,57
8352, 155,57
8353, 153,57
8354, 156,57
8355, 158,57
8356, 158,57
8357, 156,57
8358, 154,57
8359, 154,57
8360, 156,57
8361, 161,57
8362, 157,57
8363, 155,57
8364, 157,57
8365, 153,57
8366, 155,57
8367, 151,57
8368, 148,57
8369, 158,57
8370, 149,57
8371, 153,57
8372, 148,57
8373, 152,57
8374, 151,57
8375, 152,57
8376, 150,57
8377, 149,57
8378, 148,57
8379, 149,57
8380, 148,57
8381, 153,57
8382, 150,57
8383, 152,57
8384, 154,57
8385, 149,57
8386, 152,57
8387, 157,57
8388, 151,57
8389, 150,57
8390, 148,57
8391, 156,57
8392, 149,57
8393, 152,57
8394, 154,57
8395, 152,57
8396, 151,57
8397, 153,57
8398, 149,57
8399, 150,57
8400, 149,57
8401, 154,57
8402, 150,57
8403, 159,57
8404, 156,57
8405, 153,57
8406, 153,57
8407, 155,57
8408, 157,57
8409, 153,57
8410, 158,57
8411, 152,57
8412, 151,57
8413, 157,57
8414, 153,57
8415, 153,57
8416, 156,57
8417, 157,57
8418, 152,57
8419, 151,57
8420, 160,57
8421, 163,57
8422, 159,57
8423, 166,57
8424, 164,57
8425, 158,57
8426, 168,57
8427, 159,57
8428, 170,57
8429, 164,57
8430, 158,57
8431, 153,57
8432, 156,57
8433, 160,57
8434, 160,57
8435, 159,57
8436, 171,57
8437, 163,57
8438, 156,57
8439, 158,57
8440, 158,57
8441, 157,57
8442, 159,57
8443, 156,57
8444, 160,57
8445, 160,57
8446, 154,57
8447, 155,57
8448, 163,57
8449, 160,57
8450, 155,57
8451, 147,57
8452, 149,57
8453, 152,57
8454, 145,57
8455, 150,57
8456, 148,57
8457, 150,57
8458, 152,57
8459, 150,57
8460, 150,57
8461, 147,57
8462, 150,57
8463, 157,57
8464, 147,57
8465, 154,57
8466, 153,57
8467, 148,57
8468, 151,57
8469, 151,57
8470, 201,57
8471, 164,57
8472, 149,57
8473, 152,57
8474, 155,57
8475, 175,57
8476, 157,57
8477, 154,57
8478, 154,57
8479, 149,57
8480, 152,57
8481, 154,57
8482, 154,57
8483, 149,57
8484, 153,57
8485, 150,57
8486, 150,57
8487, 151,57
8488, 165,57
8489, 151,57
8490, 156,57
8491, 155,57
8492, 157,57
8493, 160,57
8494, 156,57
8495, 153,57
8496, 156,57
8497, 156,57
8498, 152,57
8499, 151,57
8500, 163,57
8501, 161,57
8502, 158,57
8503, 161,57
8504, 154,57
8505, 154,57
8506, 153,57
8507, 158,57
8508, 160,57
8509, 158,57
8510, 160,57
8511, 157,57
8512, 158,57
8513, 157,57
8514, 154,57
8515, 157,57
8516, 155,57
8517, 153,57
8518, 158,57
8519, 155,57
8520, 155,57
8521, 159,57
8522, 159,57
8523, 157,57
8524, 154,57
8525, 158,57
8526, 162,57
8527, 155,57
8528, 154,57
8529, 165,57
8530, 154,57
8531, 159,57
8532, 157,57
8533, 157,57
8534, 154,57
8535, 160,57
8536, 150,57
8537, 147,57
8538, 154,57
8539, 151,57
8540, 149,57
8541, 150,57
8542, 156,57
8543, 148,57
8544, 152,57
8545, 156,57
8546, 152,57
8547, 154,57
8548, 151,57
8549, 159,57
8550, 160,57
8551, 151,57
8552, 152,57
8553, 154,57
8554, 155,57
8555, 155,57
8556, 151,57
8557, 152,57
8558, 161,57
8559, 162,57
8560, 156,57
8561, 151,57
8562, 156,57
8563, 158,57
8564, 151,57
8565, 156,57
8566, 157,57
8567, 151,57
8568, 162,57
8569, 158,57
8570, 158,57
8571, 156,57
8572, 152,57
8573, 162,57
8574, 158,57
8575, 156,57
8576, 165,57
8577, 166,57
8578, 154,57
8579, 157,57
8580, 154,57
8581, 161,57
8582, 158,57
8583, 151,57
8584, 160,57
8585, 157,57
8586, 160,57
8587, 159,57
8588, 156,57
8589, 156,57
8590, 158,57
8591, 156,57
8592, 152,57
8593, 159,57
8594, 154,57
8595, 158,57
8596, 155,57
8597, 157,57
8598, 157,57
8599, 157,57
8600, 162,57
8601, 159,57
8602, 156,57
8603, 162,57
8604, 157,57
8605, 158,57
8606, 164,57
8607, 163,57
8608, 167,57
8609, 161,57
8610, 160,57
8611, 159,57
8612, 166,57
8613, 164,57
8614, 158,57
8615, 162,57
8616, 160,57
8617, 160,57
8618, 161,57
8619, 167,57
8620, 160,57
8621, 161,57
8622, 160,57
8623, 154,57
8624, 150,57
8625, 158,57
8626, 152,57
8627, 150,57
8628, 151,57
8629, 155,57
8630, 150,57
8631, 153,57
8632, 152,57
8633, 152,57
8634, 158,57
8635, 156,57
8636, 152,57
8637, 151,57
8638, 158,57
8639, 149,57
8640, 154,57
8641, 159,57
8642, 179,57
8643, 158,57
8644, 153,57
8645, 153,57
8646, 151,57
8647, 152,57
8648, 153,57
8649, 153,57
8650, 155,57
8651, 155,57
8652, 154,57
8653, 151,57
8654, 157,57
8655, 153,57
8656, 154,57
8657, 156,57
8658, 155,57
8659, 153,57
8660, 159,57
8661, 161,57
8662, 157,57
8663, 153,57
8664, 158,57
8665, 156,57
8666, 155,57
8667, 160,57
8668, 161,57
8669, 157,57
8670, 158,57
8671, 160,57
8672, 159,57
8673, 160,57
8674, 156,57
8675, 158,57
8676, 158,57
8677, 161,57
8678, 159,57
8679, 158,57
8680, 157,57
8681, 156,57
8682, 161,57
8683, 157,57
8684, 157,57
8685, 158,57
8686, 158,57
8687, 159,57
8688, 161,57
8689, 164,57
8690, 156,57
8691, 160,57
8692, 164,57
8693, 158,57
8694, 161,57
8695, 162,57
8696, 158,57
8697, 161,57
8698, 160,57
8699, 161,57
8700, 158,57
8701, 157,57
8702, 160,57
8703, 160,57
8704, 162,57
8705, 163,57
8706, 158,57
8707, 161,57
8708, 160,57
8709, 160,57
8710, 160,57
8711, 163,57
8712, 155,57
8713, 154,57
8714, 152,57
8715, 151,57
8716, 152,57
8717, 158,57
8718, 166,57
8719, 158,57
8720, 155,57
8721, 166,57
8722, 155,57
8723, 158,57
8724, 159,57
8725, 156,57
8726, 152,57
8727, 158,57
8728, 154,57
8729, 157,57
8730, 159,57
8731, 153,57
8732, 154,57
8733, 155,57
8734, 156,57
8735, 154,57
8736, 158,57
8737, 158,57
8738, 158,57
8739, 152,57
8740, 159,57
8741, 153,57
8742, 154,57
8743, 166,57
8744, 156,57
8745, 154,57
8746, 156,57
8747, 157,57
8748, 157,57
8749, 158,57
8750, 159,57
8751, 158,57
8752, 155,57
8753, 159,57
8754, 159,57
8755, 164,57
8756, 160,57
8757, 157,57
8758, 160,57
8759, 160,57
8760, 159,57
8761, 155,57
8762, 162,57
8763, 158,57
8764, 155,57
8765, 158,57
8766, 156,57
8767, 157,57
8768, 162,57
8769, 167,57
8770, 186,57
8771, 161,57
8772, 159,57
8773, 161,57
8774, 157,57
8775, 160,57
8776, 159,57
8777, 161,57
8778, 172,57
8779, 159,57
8780, 156,57
8781, 170,57
8782, 163,57
8783, 164,57
8784, 161,57
8785, 160,57
8786, 158,57
8787, 171,57
8788, 162,57
8789, 167,57
8790, 176,57
8791, 164,57
8792, 160,57
8793, 162,57
8794, 160,57
8795, 161,57
8796, 165,57
8797, 163,57
8798, 163,57
8799, 166,57
8800, 161,57
8801, 166,57
8802, 164,57
8803, 161,57
8804, 154,57
8805, 158,57
8806, 157,57
8807, 155,57
8808, 153,57
8809, 158,57
8810, 154,57
8811, 152,57
8812, 156,57
8813, 153,57
8814, 156,57
8815, 161,57
8816, 157,57
8817, 155,57
8818, 159,57
8819, 154,57
8820, 156,57
8821, 159,57
8822, 155,57
8823, 153,57
8824, 160,57
8825, 156,57
8826, 158,57
8827, 159,57
8828, 161,57
8829, 155,57
8830, 159,57
8831, 165,57
8832, 160,57
